"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"ILMN_1252689"	"1.34e-05"	"5.78e-07"	"13.1182722"	"6.710705"	"2.02648455"	"Sppl2a"	"signal peptide peptidase like 2A"
"ILMN_2662322"	"1.34e-05"	"5.78e-07"	"13.1176275"	"6.710277"	"2.15095246"	"Ebi3"	"Epstein-Barr virus induced gene 3"
"ILMN_2770725"	"1.36e-05"	"5.89e-07"	"13.0892816"	"6.691429"	"2.91079438"	"Slc7a2"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"
"ILMN_2937738"	"1.37e-05"	"5.92e-07"	"13.0795247"	"6.684932"	"2.36644255"	"Irak2"	"interleukin-1 receptor-associated kinase 2"
"ILMN_1239185"	"1.37e-05"	"5.93e-07"	"-13.0775134"	"6.683592"	"-1.9547385"	"Erp29"	"endoplasmic reticulum protein 29"
"ILMN_2642403"	"1.37e-05"	"5.96e-07"	"13.0705594"	"6.678958"	"2.28420319"	"Lmo4"	"LIM domain only 4"
"ILMN_1244836"	"1.37e-05"	"5.96e-07"	"-13.0704525"	"6.678887"	"-2.27333342"	""	""
"ILMN_1254943"	"1.39e-05"	"6.05e-07"	"-13.0470472"	"6.663272"	"-2.20636449"	"Gdpd5"	"glycerophosphodiester phosphodiesterase domain containing 5"
"ILMN_2693940"	"1.40e-05"	"6.10e-07"	"13.0318164"	"6.653095"	"2.36130693"	"Psmb8"	"proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)"
"ILMN_3161959"	"1.40e-05"	"6.13e-07"	"-13.0251295"	"6.648624"	"-2.47719566"	"Rad54b"	"RAD54 homolog B (S. cerevisiae)"
"ILMN_2791272"	"1.40e-05"	"6.15e-07"	"-13.0190021"	"6.644524"	"-2.37754823"	"Por"	"P450 (cytochrome) oxidoreductase"
"ILMN_2818717"	"1.40e-05"	"6.15e-07"	"13.0189034"	"6.644458"	"1.96864386"	"Aftph"	"aftiphilin"
"ILMN_2624544"	"1.40e-05"	"6.16e-07"	"-13.0166192"	"6.64293"	"-2.18891829"	"Helb"	"helicase (DNA) B"
"ILMN_2675078"	"1.42e-05"	"6.26e-07"	"12.9914227"	"6.62605"	"2.14162281"	"Rnf14"	"ring finger protein 14"
"ILMN_1219200"	"1.43e-05"	"6.28e-07"	"12.9866341"	"6.622838"	"1.99276288"	"P2ry14"	"purinergic receptor P2Y, G-protein coupled, 14"
"ILMN_1260420"	"1.43e-05"	"6.31e-07"	"-12.9797072"	"6.61819"	"-2.74958374"	"Suv420h2"	"suppressor of variegation 4-20 homolog 2 (Drosophila)"
"ILMN_2791963"	"1.43e-05"	"6.34e-07"	"-12.97189"	"6.612942"	"-2.15454479"	"E2f6"	"E2F transcription factor 6"
"ILMN_2675464"	"1.44e-05"	"6.38e-07"	"12.9624925"	"6.606628"	"2.15336858"	"Ankrd17"	"ankyrin repeat domain 17"
"ILMN_2605307"	"1.44e-05"	"6.38e-07"	"-12.9611806"	"6.605747"	"-1.96191608"	"Mtmr10"	"myotubularin related protein 10"
"ILMN_2834065"	"1.44e-05"	"6.39e-07"	"-12.958263"	"6.603785"	"-2.1523099"	"Esco2"	"establishment of sister chromatid cohesion N-acetyltransferase 2"
"ILMN_2863437"	"1.48e-05"	"6.56e-07"	"12.9169278"	"6.575953"	"2.33228126"	"1110038F14Rik"	"RIKEN cDNA 1110038F14 gene"
"ILMN_3160107"	"1.48e-05"	"6.59e-07"	"12.9098221"	"6.57116"	"2.25100642"	"Pik3r6"	"phosphoinositide-3-kinase, regulatory subunit 6"
"ILMN_2661005"	"1.48e-05"	"6.60e-07"	"12.9087131"	"6.570412"	"2.10824492"	"Arel1"	"apoptosis resistant E3 ubiquitin protein ligase 1"
"ILMN_1243885"	"1.48e-05"	"6.60e-07"	"12.9081667"	"6.570043"	"2.02934668"	"Plagl2"	"pleiomorphic adenoma gene-like 2"
"ILMN_3008733"	"1.49e-05"	"6.64e-07"	"12.8989913"	"6.563849"	"2.12111878"	"Usb1"	"U6 snRNA biogenesis 1"
"ILMN_2847332"	"1.49e-05"	"6.67e-07"	"-12.8902473"	"6.557942"	"-2.25851207"	"Mid1ip1"	"Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))"
"ILMN_1259100"	"1.49e-05"	"6.67e-07"	"12.8901536"	"6.557879"	"2.01820367"	"Pilrb1"	"paired immunoglobin-like type 2 receptor beta 1"
"ILMN_3005669"	"1.49e-05"	"6.69e-07"	"-12.885732"	"6.554891"	"-2.15444573"	"Wwp1"	"WW domain containing E3 ubiquitin protein ligase 1"
"ILMN_2821916"	"1.49e-05"	"6.70e-07"	"-12.8852983"	"6.554597"	"-2.03785953"	"Nicn1"	"nicolin 1"
"ILMN_2978570"	"1.49e-05"	"6.70e-07"	"12.8851199"	"6.554477"	"2.07951136"	"Prpf38a"	"PRP38 pre-mRNA processing factor 38 (yeast) domain containing A"
"ILMN_2496621"	"1.49e-05"	"6.71e-07"	"12.882177"	"6.552487"	"2.00057292"	"Zfp263"	"zinc finger protein 263"
"ILMN_2698767"	"1.50e-05"	"6.75e-07"	"-12.8731678"	"6.546393"	"-1.9389227"	"Cdc20"	"cell division cycle 20"
"ILMN_1218967"	"1.50e-05"	"6.77e-07"	"-12.8681277"	"6.542982"	"-2.62591691"	"Kif2c"	"kinesin family member 2C"
"ILMN_2686721"	"1.50e-05"	"6.77e-07"	"12.8679695"	"6.542875"	"2.34088487"	"Tap2"	"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)"
"ILMN_2960407"	"1.51e-05"	"6.86e-07"	"-12.8471649"	"6.528781"	"-2.28356596"	"Mthfd1"	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase"
"ILMN_3084087"	"1.51e-05"	"6.86e-07"	"-12.8463298"	"6.528215"	"-2.55661092"	"Ivns1abp"	"influenza virus NS1A binding protein"
"ILMN_2964841"	"1.51e-05"	"6.88e-07"	"12.8427262"	"6.525772"	"1.90340424"	"Ppfibp2"	"PTPRF interacting protein, binding protein 2 (liprin beta 2)"
"ILMN_3072407"	"1.52e-05"	"6.92e-07"	"12.8332405"	"6.519336"	"2.09273593"	"BC094916"	"cDNA sequence BC094916"
"ILMN_2732565"	"1.52e-05"	"6.93e-07"	"-12.8315686"	"6.518201"	"-2.18330595"	"Mrps31"	"mitochondrial ribosomal protein S31"
"ILMN_2841024"	"1.54e-05"	"7.01e-07"	"12.8121724"	"6.505026"	"2.15281896"	"Pnpla1"	"patatin-like phospholipase domain containing 1"
"ILMN_2830661"	"1.54e-05"	"7.02e-07"	"-12.8104586"	"6.50386"	"-2.86598704"	"Top2a"	"topoisomerase (DNA) II alpha"
"ILMN_2665364"	"1.54e-05"	"7.03e-07"	"12.8076992"	"6.501984"	"2.27242787"	"Sgk3"	"serum/glucocorticoid regulated kinase 3"
"ILMN_2953017"	"1.55e-05"	"7.09e-07"	"12.7954776"	"6.493669"	"1.91695835"	"Smg7"	"Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)"
"ILMN_1243329"	"1.55e-05"	"7.10e-07"	"-12.7930185"	"6.491995"	"-1.90307134"	"Dab2"	"disabled 2, mitogen-responsive phosphoprotein"
"ILMN_2646771"	"1.55e-05"	"7.11e-07"	"-12.7914271"	"6.490912"	"-1.99282882"	"Ap5s1"	"adaptor-related protein 5 complex, sigma 1 subunit"
"ILMN_2679513"	"1.55e-05"	"7.13e-07"	"-12.7872308"	"6.488054"	"-2.21936425"	"Rab40c"	"Rab40C, member RAS oncogene family"
"ILMN_2839682"	"1.55e-05"	"7.15e-07"	"-12.782146"	"6.48459"	"-2.07133428"	"Btbd6"	"BTB (POZ) domain containing 6"
"ILMN_2848163"	"1.55e-05"	"7.17e-07"	"12.7780748"	"6.481816"	"1.94127683"	"Rilpl1"	"Rab interacting lysosomal protein-like 1"
"ILMN_2664686"	"1.56e-05"	"7.20e-07"	"-12.7711613"	"6.477103"	"-2.31402085"	"Chaf1b"	"chromatin assembly factor 1, subunit B (p60)"
"ILMN_2914843"	"1.56e-05"	"7.23e-07"	"12.7650965"	"6.472966"	"2.4291452"	"Psmb10"	"proteasome (prosome, macropain) subunit, beta type 10"
"ILMN_3096335"	"1.57e-05"	"7.27e-07"	"-12.756276"	"6.466946"	"-1.98202507"	"Arrb1"	"arrestin, beta 1"
"ILMN_2720663"	"1.57e-05"	"7.28e-07"	"-12.7540942"	"6.465456"	"-2.1848205"	"Cracr2b"	"calcium release activated channel regulator 2B"
"ILMN_1218104"	"1.58e-05"	"7.34e-07"	"-12.7408389"	"6.456401"	"-1.90507976"	"Mettl13"	"methyltransferase like 13"
"ILMN_1250907"	"1.59e-05"	"7.37e-07"	"-12.7340513"	"6.45176"	"-2.58080896"	"Mcm2"	"minichromosome maintenance complex component 2"
"ILMN_1213574"	"1.59e-05"	"7.41e-07"	"12.7275389"	"6.447305"	"2.11666339"	"Vcpip1"	"valosin containing protein (p97)/p47 complex interacting protein 1"
"ILMN_2832219"	"1.60e-05"	"7.46e-07"	"-12.7170982"	"6.440159"	"-2.43936729"	"Cdca3"	"cell division cycle associated 3"
"ILMN_2951592"	"1.61e-05"	"7.51e-07"	"12.7050425"	"6.4319"	"1.97759716"	"H2-Q8"	"histocompatibility 2, Q region locus 8"
"ILMN_2714534"	"1.61e-05"	"7.54e-07"	"12.6985052"	"6.427418"	"2.609815"	"Map2k1"	"mitogen-activated protein kinase kinase 1"
"ILMN_1241320"	"1.62e-05"	"7.56e-07"	"-12.6944472"	"6.424635"	"-1.89687007"	"Clspn"	"claspin"
"ILMN_3096144"	"1.64e-05"	"7.70e-07"	"12.666038"	"6.405126"	"2.21931003"	"Stat3"	"signal transducer and activator of transcription 3"
"ILMN_1257060"	"1.65e-05"	"7.74e-07"	"-12.6592245"	"6.40044"	"-2.22570779"	"Pla2g15"	"phospholipase A2, group XV"
"ILMN_2711782"	"1.66e-05"	"7.78e-07"	"12.650124"	"6.394179"	"2.16378186"	"Tbc1d1"	"TBC1 domain family, member 1"
"ILMN_1248830"	"1.67e-05"	"7.85e-07"	"-12.6372895"	"6.38534"	"-2.60160047"	"Hist1h2an"	"histone cluster 1, H2an"
"ILMN_2446727"	"1.67e-05"	"7.87e-07"	"12.6333347"	"6.382615"	"3.00104848"	"Ddhd1"	"DDHD domain containing 1"
"ILMN_2637233"	"1.67e-05"	"7.89e-07"	"12.6288102"	"6.379496"	"2.32721446"	"Prdx5"	"peroxiredoxin 5"
"ILMN_1225056"	"1.68e-05"	"7.93e-07"	"-12.6219312"	"6.374752"	"-2.07252548"	"Slc5a6"	"solute carrier family 5 (sodium-dependent vitamin transporter), member 6"
"ILMN_2669912"	"1.68e-05"	"7.95e-07"	"-12.6178596"	"6.371943"	"-2.45143527"	"Nrp1"	"neuropilin 1"
"ILMN_2627072"	"1.68e-05"	"7.96e-07"	"-12.6160331"	"6.370683"	"-2.0938303"	"Cdk20"	"cyclin-dependent kinase 20"
"ILMN_2748928"	"1.68e-05"	"7.97e-07"	"12.613558"	"6.368974"	"2.11440069"	"Gsdmd"	"gasdermin D"
"ILMN_2759365"	"1.68e-05"	"7.97e-07"	"-12.6127333"	"6.368405"	"-1.85717514"	"Angptl4"	"angiopoietin-like 4"
"ILMN_2693403"	"1.68e-05"	"7.98e-07"	"-12.6120608"	"6.367941"	"-1.93881604"	"Cela1"	"chymotrypsin-like elastase family, member 1"
"ILMN_2658961"	"1.68e-05"	"7.99e-07"	"12.6098888"	"6.366441"	"2.25390896"	"Dgka"	"diacylglycerol kinase, alpha"
"ILMN_2795698"	"1.68e-05"	"8.02e-07"	"-12.6046448"	"6.36282"	"-1.83581518"	"Paox"	"polyamine oxidase (exo-N4-amino)"
"ILMN_3160770"	"1.68e-05"	"8.04e-07"	"12.6000945"	"6.359676"	"3.6946545"	"Cd200"	"CD200 antigen"
"ILMN_2836654"	"1.71e-05"	"8.18e-07"	"-12.5740949"	"6.341693"	"-2.31458142"	"Hist1h2ap"	"histone cluster 1, H2ap"
"ILMN_2440066"	"1.73e-05"	"8.29e-07"	"-12.552194"	"6.326517"	"-2.27385279"	"Tpra1"	"transmembrane protein, adipocyte asscociated 1"
"ILMN_1257546"	"1.73e-05"	"8.30e-07"	"12.5510048"	"6.325692"	"2.54176814"	""	""
"ILMN_1215120"	"1.73e-05"	"8.32e-07"	"12.5478308"	"6.32349"	"2.80160921"	"Sema4a"	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A"
"ILMN_1237197"	"1.73e-05"	"8.33e-07"	"-12.5447851"	"6.321377"	"-2.18451478"	"Nrp1"	"neuropilin 1"
"ILMN_2723931"	"1.73e-05"	"8.35e-07"	"-12.5420985"	"6.319513"	"-2.15096927"	"E2f6"	"E2F transcription factor 6"
"ILMN_2769285"	"1.73e-05"	"8.37e-07"	"-12.5380818"	"6.316724"	"-1.9721502"	"Sema6b"	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B"
"ILMN_2430275"	"1.73e-05"	"8.38e-07"	"12.5371869"	"6.316103"	"1.9676352"	"Zc3h7a"	"zinc finger CCCH type containing 7 A"
"ILMN_2685088"	"1.73e-05"	"8.38e-07"	"12.5366107"	"6.315703"	"1.84430746"	"9930111J21Rik2"	"RIKEN cDNA 9930111J21 gene 2"
"ILMN_2652608"	"1.74e-05"	"8.40e-07"	"12.5317328"	"6.312315"	"1.96013717"	"Spic"	"Spi-C transcription factor (Spi-1/PU.1 related)"
"ILMN_2872266"	"1.74e-05"	"8.46e-07"	"-12.5219883"	"6.305544"	"-3.13527645"	"Arhgap19"	"Rho GTPase activating protein 19"
"ILMN_1254157"	"1.74e-05"	"8.47e-07"	"12.5200519"	"6.304197"	"1.87595919"	"Wars"	"tryptophanyl-tRNA synthetase"
"ILMN_2896768"	"1.74e-05"	"8.47e-07"	"-12.5196648"	"6.303928"	"-2.03305032"	"Cbr3"	"carbonyl reductase 3"
"ILMN_2721929"	"1.76e-05"	"8.55e-07"	"-12.5060846"	"6.294481"	"-2.88617114"	"Havcr2"	"hepatitis A virus cellular receptor 2"
"ILMN_2751492"	"1.77e-05"	"8.60e-07"	"12.4960567"	"6.287499"	"2.0618957"	"Pgap2"	"post-GPI attachment to proteins 2"
"ILMN_1230357"	"1.78e-05"	"8.66e-07"	"12.4851715"	"6.279913"	"2.12292131"	"Itpr1"	"inositol 1,4,5-trisphosphate receptor 1"
"ILMN_2643016"	"1.78e-05"	"8.67e-07"	"-12.4845961"	"6.279512"	"-2.15527063"	"Rab3il1"	"RAB3A interacting protein (rabin3)-like 1"
"ILMN_1241561"	"1.81e-05"	"8.85e-07"	"-12.4526475"	"6.25721"	"-2.3364397"	"Tctn3"	"tectonic family member 3"
"ILMN_2948712"	"1.83e-05"	"8.94e-07"	"-12.4375351"	"6.246641"	"-1.82545481"	"Prmt3"	"protein arginine N-methyltransferase 3"
"ILMN_2875039"	"1.86e-05"	"9.12e-07"	"12.4067957"	"6.225106"	"2.52873442"	"BC051019"	"cDNA sequence BC051019"
"ILMN_2787785"	"1.87e-05"	"9.18e-07"	"12.3974527"	"6.21855"	"2.00744453"	"Akna"	"AT-hook transcription factor"
"ILMN_2595283"	"1.89e-05"	"9.28e-07"	"-12.3797762"	"6.206133"	"-2.05628866"	"Rrp1b"	"ribosomal RNA processing 1 homolog B (S. cerevisiae)"
"ILMN_2593208"	"1.89e-05"	"9.32e-07"	"-12.3736992"	"6.201861"	"-2.11089462"	"Imp3"	"IMP3, U3 small nucleolar ribonucleoprotein"
"ILMN_3104094"	"1.90e-05"	"9.34e-07"	"12.3714245"	"6.200261"	"1.97453274"	""	""
"ILMN_1227240"	"1.91e-05"	"9.40e-07"	"-12.3607222"	"6.19273"	"-2.03807989"	"Cdkn2b"	"cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)"
"ILMN_2682362"	"1.91e-05"	"9.42e-07"	"-12.3573655"	"6.190367"	"-2.12419385"	"Gemin4"	"gem (nuclear organelle) associated protein 4"
"ILMN_2685023"	"1.93e-05"	"9.54e-07"	"-12.3388251"	"6.177302"	"-2.20074863"	"Hmha1"	"histocompatibility (minor) HA-1"
"ILMN_3138743"	"1.93e-05"	"9.57e-07"	"-12.3341568"	"6.174009"	"-2.09776641"	"Acsl3"	"acyl-CoA synthetase long-chain family member 3"
"ILMN_2681604"	"1.94e-05"	"9.61e-07"	"12.3276634"	"6.169427"	"1.94298848"	"Svbp"	"small vasohibin binding protein"
"ILMN_3145484"	"1.94e-05"	"9.64e-07"	"12.3225865"	"6.165844"	"2.3861481"	"Ppfia3"	"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3"
"ILMN_2837671"	"1.96e-05"	"9.73e-07"	"-12.3091985"	"6.156386"	"-2.06670228"	"Fblim1"	"filamin binding LIM protein 1"
"ILMN_2710604"	"1.96e-05"	"9.77e-07"	"12.3026063"	"6.151725"	"2.06849673"	"Dbnl"	"drebrin-like"
"ILMN_2719473"	"1.97e-05"	"9.83e-07"	"-12.2927365"	"6.144743"	"-1.93705615"	"Asf1b"	"anti-silencing function 1B histone chaperone"
"ILMN_2943135"	"1.98e-05"	"9.86e-07"	"12.2887841"	"6.141945"	"2.30271709"	"Fmo3"	"flavin containing monooxygenase 3"
"ILMN_2754148"	"1.98e-05"	"9.90e-07"	"12.2820323"	"6.137164"	"2.12212262"	"Dusp16"	"dual specificity phosphatase 16"
"ILMN_2624622"	"2.00e-05"	"9.99e-07"	"12.2696571"	"6.128394"	"1.9800086"	"Akap12"	"A kinase (PRKA) anchor protein (gravin) 12"
"ILMN_2750801"	"2.00e-05"	"1.00e-06"	"-12.2649811"	"6.125078"	"-1.86871852"	"Rpa1"	"replication protein A1"
"ILMN_2705384"	"2.03e-05"	"1.02e-06"	"-12.2375757"	"6.105619"	"-2.51839766"	"Cerk"	"ceramide kinase"
"ILMN_1221750"	"2.03e-05"	"1.02e-06"	"12.2359489"	"6.104463"	"2.61580447"	"Mycl"	"v-myc avian myelocytomatosis viral oncogene lung carcinoma derived"
"ILMN_2417863"	"2.05e-05"	"1.03e-06"	"12.2237605"	"6.095794"	"2.17481902"	"Tnip1"	"TNFAIP3 interacting protein 1"
"ILMN_2687602"	"2.05e-05"	"1.03e-06"	"12.217203"	"6.091126"	"2.90570478"	"Pou2f2"	"POU domain, class 2, transcription factor 2"
"ILMN_2727799"	"2.06e-05"	"1.04e-06"	"12.213452"	"6.088455"	"2.57262555"	"Trafd1"	"TRAF type zinc finger domain containing 1"
"ILMN_1256883"	"2.06e-05"	"1.04e-06"	"-12.2125757"	"6.087831"	"-1.81732318"	"Rad51"	"RAD51 recombinase"
"ILMN_2746766"	"2.07e-05"	"1.05e-06"	"12.2001355"	"6.078967"	"1.89497193"	"Ppp2r5a"	"protein phosphatase 2, regulatory subunit B', alpha"
"ILMN_2823462"	"2.07e-05"	"1.05e-06"	"12.1968946"	"6.076656"	"2.2942126"	"Oas1b"	"2'-5' oligoadenylate synthetase 1B"
"ILMN_1212894"	"2.08e-05"	"1.05e-06"	"12.1892332"	"6.071191"	"1.7780708"	"Cask"	"calcium/calmodulin-dependent serine protein kinase (MAGUK family)"
"ILMN_2723474"	"2.11e-05"	"1.07e-06"	"-12.1678443"	"6.055917"	"-1.85490373"	"Adcy9"	"adenylate cyclase 9"
"ILMN_2498442"	"2.11e-05"	"1.07e-06"	"12.166677"	"6.055082"	"2.30593824"	"Tnip1"	"TNFAIP3 interacting protein 1"
"ILMN_2732465"	"2.12e-05"	"1.08e-06"	"-12.1582403"	"6.04905"	"-1.98982921"	"Mef2c"	"myocyte enhancer factor 2C"
"ILMN_2976448"	"2.12e-05"	"1.08e-06"	"-12.1550965"	"6.046801"	"-2.12376909"	"Daglb"	"diacylglycerol lipase, beta"
"ILMN_1227412"	"2.12e-05"	"1.08e-06"	"12.1506201"	"6.043598"	"1.92698109"	"Ppip5k2"	"diphosphoinositol pentakisphosphate kinase 2"
"ILMN_2624827"	"2.14e-05"	"1.09e-06"	"-12.1325537"	"6.030658"	"-2.36552685"	"Tcf19"	"transcription factor 19"
"ILMN_3061663"	"2.14e-05"	"1.09e-06"	"12.1317855"	"6.030108"	"3.0331206"	"Trim21"	"tripartite motif-containing 21"
"ILMN_2617228"	"2.15e-05"	"1.10e-06"	"-12.1285958"	"6.027821"	"-2.84430485"	"Aurka"	"aurora kinase A"
"ILMN_2760001"	"2.15e-05"	"1.10e-06"	"12.1266348"	"6.026415"	"1.86842169"	"Ppfibp2"	"PTPRF interacting protein, binding protein 2 (liprin beta 2)"
"ILMN_2662926"	"2.17e-05"	"1.11e-06"	"-12.1105817"	"6.014897"	"-2.33735679"	"Egr1"	"early growth response 1"
"ILMN_1225146"	"2.18e-05"	"1.12e-06"	"-12.1026809"	"6.009222"	"-2.19413282"	"Zfp704"	"zinc finger protein 704"
"ILMN_2603944"	"2.18e-05"	"1.12e-06"	"12.0945897"	"6.003407"	"2.08464447"	"Rgl1"	"ral guanine nucleotide dissociation stimulator,-like 1"
"ILMN_1220893"	"2.18e-05"	"1.12e-06"	"12.0940468"	"6.003017"	"1.79918713"	"Zfp281"	"zinc finger protein 281"
"ILMN_1218913"	"2.19e-05"	"1.13e-06"	"12.086752"	"5.997771"	"2.08766154"	"Igf2bp3"	"insulin-like growth factor 2 mRNA binding protein 3"
"ILMN_1248712"	"2.19e-05"	"1.13e-06"	"12.0864966"	"5.997588"	"2.29094165"	"Tmprss11d"	"transmembrane protease, serine 11d"
"ILMN_2601471"	"2.21e-05"	"1.14e-06"	"-12.0692764"	"5.985192"	"-1.84527294"	"Ccnd1"	"cyclin D1"
"ILMN_2908070"	"2.21e-05"	"1.14e-06"	"-12.0680819"	"5.984331"	"-2.56193823"	"Gtse1"	"G two S phase expressed protein 1"
"ILMN_2508745"	"2.23e-05"	"1.15e-06"	"-12.0550395"	"5.97493"	"-1.80556368"	"Zfyve21"	"zinc finger, FYVE domain containing 21"
"ILMN_1249021"	"2.24e-05"	"1.16e-06"	"-12.0472655"	"5.969322"	"-1.89826162"	"Bcl2"	"B cell leukemia/lymphoma 2"
"ILMN_2616565"	"2.25e-05"	"1.17e-06"	"-12.0389959"	"5.963353"	"-2.06355627"	"Slc2a3"	"solute carrier family 2 (facilitated glucose transporter), member 3"
"ILMN_1221594"	"2.25e-05"	"1.17e-06"	"-12.0344802"	"5.960092"	"-2.46600156"	"Pparg"	"peroxisome proliferator activated receptor gamma"
"ILMN_2619110"	"2.25e-05"	"1.17e-06"	"12.0313957"	"5.957864"	"1.769713"	"Tmem50b"	"transmembrane protein 50B"
"ILMN_2671266"	"2.26e-05"	"1.18e-06"	"12.0221552"	"5.951185"	"2.24479626"	"Dennd6b"	"DENN/MADD domain containing 6B"
"ILMN_2672708"	"2.27e-05"	"1.18e-06"	"12.0165266"	"5.947114"	"1.85159393"	"Lrp11"	"low density lipoprotein receptor-related protein 11"
"ILMN_2706803"	"2.28e-05"	"1.19e-06"	"12.0074662"	"5.940558"	"2.04185073"	"Crlf3"	"cytokine receptor-like factor 3"
"ILMN_2599174"	"2.28e-05"	"1.19e-06"	"12.0056143"	"5.939217"	"2.39342735"	"4933430I17Rik"	"RIKEN cDNA 4933430I17 gene"
"ILMN_1253972"	"2.28e-05"	"1.19e-06"	"12.0027326"	"5.93713"	"1.95101045"	"Irak3"	"interleukin-1 receptor-associated kinase 3"
"ILMN_2594768"	"2.28e-05"	"1.20e-06"	"12.0014903"	"5.936231"	"2.02406382"	"Tha1"	"threonine aldolase 1"
"ILMN_1220034"	"2.29e-05"	"1.20e-06"	"11.9960681"	"5.932303"	"2.1659369"	"Junb"	"jun B proto-oncogene"
"ILMN_1232851"	"2.31e-05"	"1.21e-06"	"11.9800172"	"5.920666"	"1.81226532"	"Rab12"	"RAB12, member RAS oncogene family"
"ILMN_1245650"	"2.31e-05"	"1.22e-06"	"11.9769337"	"5.918428"	"1.7498293"	"Sbds"	"Shwachman-Bodian-Diamond syndrome homolog (human)"
"ILMN_2879759"	"2.32e-05"	"1.22e-06"	"11.9704825"	"5.913746"	"2.33307497"	"Tagap"	"T cell activation Rho GTPase activating protein"
"ILMN_2909597"	"2.32e-05"	"1.22e-06"	"-11.9659656"	"5.910466"	"-2.82780342"	"Havcr2"	"hepatitis A virus cellular receptor 2"
"ILMN_2833781"	"2.33e-05"	"1.23e-06"	"-11.9627"	"5.908094"	"-1.80964445"	"Pwwp2b"	"PWWP domain containing 2B"
"ILMN_1233896"	"2.33e-05"	"1.23e-06"	"11.9561252"	"5.903316"	"2.9348658"	"Tifa"	"TRAF-interacting protein with forkhead-associated domain"
"ILMN_3097726"	"2.35e-05"	"1.24e-06"	"-11.9438534"	"5.894392"	"-1.79896605"	""	""
"ILMN_3155245"	"2.36e-05"	"1.25e-06"	"-11.9389785"	"5.890844"	"-2.44077609"	"Arhgap25"	"Rho GTPase activating protein 25"
"ILMN_2989955"	"2.36e-05"	"1.25e-06"	"11.9356736"	"5.888438"	"2.9449689"	"Bmp1"	"bone morphogenetic protein 1"
"ILMN_2420070"	"2.40e-05"	"1.27e-06"	"-11.9090514"	"5.869035"	"-2.17181516"	"Tubg1"	"tubulin, gamma 1"
"ILMN_2810473"	"2.42e-05"	"1.28e-06"	"-11.8960323"	"5.859531"	"-1.76379314"	"Acadm"	"acyl-Coenzyme A dehydrogenase, medium chain"
"ILMN_1217794"	"2.42e-05"	"1.29e-06"	"-11.8938678"	"5.85795"	"-1.89635611"	"Timm9"	"translocase of inner mitochondrial membrane 9"
"ILMN_2998303"	"2.43e-05"	"1.29e-06"	"11.8864871"	"5.852557"	"2.16002915"	"Katna1"	"katanin p60 (ATPase-containing) subunit A1"
"ILMN_2671984"	"2.44e-05"	"1.30e-06"	"11.8750631"	"5.844203"	"1.81557306"	"Ptprc"	"protein tyrosine phosphatase, receptor type, C"
"ILMN_1226525"	"2.45e-05"	"1.31e-06"	"11.865336"	"5.837084"	"1.8825915"	"H2-Ab1"	"histocompatibility 2, class II antigen A, beta 1"
"ILMN_3048689"	"2.45e-05"	"1.31e-06"	"11.8652911"	"5.837051"	"2.15451396"	"Rffl"	"ring finger and FYVE like domain containing protein"
"ILMN_1254653"	"2.45e-05"	"1.31e-06"	"-11.8633199"	"5.835607"	"-2.00800888"	"Angptl2"	"angiopoietin-like 2"
"ILMN_1232084"	"2.45e-05"	"1.31e-06"	"-11.8623128"	"5.83487"	"-1.79479972"	"Tmx4"	"thioredoxin-related transmembrane protein 4"
"ILMN_2534090"	"2.47e-05"	"1.33e-06"	"-11.8489126"	"5.825051"	"-1.8459552"	"Mars"	"methionine-tRNA synthetase"
"ILMN_2715800"	"2.51e-05"	"1.35e-06"	"11.8249267"	"5.807449"	"2.79758963"	"Lrrc25"	"leucine rich repeat containing 25"
"ILMN_2792485"	"2.53e-05"	"1.36e-06"	"11.8091482"	"5.795851"	"1.90287229"	"Ube2e2"	"ubiquitin-conjugating enzyme E2E 2"
"ILMN_2887992"	"2.55e-05"	"1.37e-06"	"-11.8016437"	"5.79033"	"-1.82910168"	"Mef2c"	"myocyte enhancer factor 2C"
"ILMN_2716567"	"2.55e-05"	"1.38e-06"	"-11.7952152"	"5.785598"	"-1.78728073"	"Bnip3l"	"BCL2/adenovirus E1B interacting protein 3-like"
"ILMN_1247814"	"2.56e-05"	"1.38e-06"	"-11.7892987"	"5.78124"	"-1.88743511"	"Xrcc6"	"X-ray repair complementing defective repair in Chinese hamster cells 6"
"ILMN_1260378"	"2.59e-05"	"1.40e-06"	"11.7710118"	"5.767759"	"1.78008634"	"Csrp1"	"cysteine and glycine-rich protein 1"
